,OrderID,StatusID,StudentID,ProductType,ProductID,Price
138,78,23,922,1,13,336
139,70,42,359,1,79,218
140,18,17,425,2,12,593
141,38,55,318,1,61,700
142,42,10,218,2,10,375
143,25,47,869,2,76,828
144,62,23,366,0,67,618
145,47,16,950,0,98,677
146,100,19,879,0,97,939
147,22,19,239,0,4,758
148,43,15,412,0,11,213
149,95,18,277,2,81,963
150,48,87,55,1,73,126
151,2,65,23,2,52,179
152,28,46,580,0,71,506
153,44,60,660,0,99,195
154,30,6,495,0,23,189
155,17,90,626,2,84,306
156,49,90,374,0,45,167
157,99,18,232,2,1,546
158,50,20,788,1,85,453
159,47,73,376,0,45,467
160,59,37,618,0,64,582
161,98,5,275,1,73,687
162,41,45,70,0,93,852
163,86,100,554,2,5,957
164,56,87,1000,2,81,645
165,90,56,341,1,19,921
166,18,63,294,0,22,872
167,28,21,183,0,77,655
168,27,36,137,0,14,234
169,100,1,171,2,7,358
170,29,87,14,0,49,911
171,49,57,87,1,29,398
172,93,7,971,0,53,542
173,53,69,805,1,43,195
174,6,90,576,0,97,580
175,95,82,259,0,6,366
176,54,32,546,2,69,703
177,20,20,432,2,45,486
178,66,90,352,2,31,789
179,52,94,441,2,57,423
180,99,92,647,0,28,493
181,20,8,9,2,31,533
182,1,73,267,0,50,268
183,32,6,29,0,80,114
184,31,88,137,1,36,263
185,31,65,370,2,68,666
186,54,84,635,1,73,796
187,12,12,292,1,58,833
188,1,42,139,0,59,577
189,16,85,63,2,17,645
190,49,51,359,0,90,132
191,50,76,370,1,46,393
192,21,32,448,0,5,982
193,87,71,83,0,80,119
194,41,41,699,2,13,564
195,47,79,985,0,88,845
196,9,72,461,1,9,162
197,40,97,51,2,43,566
198,26,18,821,2,29,903
199,73,36,773,1,33,324
200,27,47,987,1,88,283
201,51,30,778,1,56,548
202,13,22,553,2,28,639
203,86,45,886,0,73,585
204,56,20,476,0,35,425
205,33,77,150,2,94,759
206,90,47,24,1,13,736
207,18,31,38,1,12,717
208,12,5,224,1,99,828
209,61,66,690,2,37,679
210,25,58,966,1,13,195
211,67,45,218,2,46,816
212,36,79,38,2,74,128
213,34,69,531,1,13,502
214,60,11,560,2,9,807
215,62,9,270,0,74,881
216,32,58,9,2,37,711
217,16,47,118,1,46,719
218,17,28,48,0,56,639
219,7,27,835,2,85,764
220,65,41,833,1,43,268
221,40,31,334,1,59,740
222,9,27,350,1,13,716
223,63,66,70,1,25,633
224,14,61,928,2,82,261
225,40,4,78,2,40,879
226,28,37,771,2,14,398
227,34,81,539,2,91,480
228,69,76,913,2,65,174
229,53,18,699,2,21,634
230,77,90,659,0,21,963
231,3,42,873,2,38,935
232,27,97,348,2,52,980
233,24,37,329,2,4,428
234,32,6,427,2,82,320
235,1,60,442,2,84,629
236,6,47,79,1,48,594
237,2,59,26,2,31,920
238,59,15,346,2,54,834
239,67,77,160,1,52,642
240,90,76,437,1,97,599
241,81,10,720,1,80,781
242,27,83,156,1,88,752
243,82,60,623,0,81,855
244,56,64,704,0,76,312
245,22,86,456,0,12,965
246,91,27,120,0,39,977
247,90,17,119,2,33,693
248,10,34,193,2,85,863
249,81,92,780,1,52,259
250,19,16,454,2,86,759
251,24,47,498,2,44,247
252,22,81,289,2,5,226
253,62,80,860,2,72,609
254,85,88,74,2,89,571
255,6,41,796,2,44,316
256,28,22,199,2,79,583
257,50,86,879,2,35,501
258,44,35,871,2,13,667
259,4,76,144,2,5,642
260,32,81,879,2,84,835
261,17,49,660,2,31,846
262,34,74,84,1,42,640
263,12,77,23,0,20,393
264,35,93,477,0,10,129
265,96,82,49,0,23,715
266,23,98,667,0,90,320
267,49,2,842,0,13,908
268,48,58,42,0,68,287
269,21,13,667,0,45,328
270,62,46,231,2,22,753
271,28,9,742,1,85,392
272,62,3,591,1,43,147
273,11,66,997,2,87,322
274,8,59,777,1,16,161
275,94,33,938,1,27,555
276,96,26,69,1,43,727
277,77,1,915,2,10,711
278,96,11,726,0,78,906
279,14,42,110,1,4,469
280,80,43,751,0,85,949
281,88,78,330,2,45,638
282,70,55,44,1,74,151
283,92,36,747,2,20,728
284,32,9,438,2,79,993
285,71,70,29,1,90,737
286,22,50,815,1,95,553
287,95,74,85,0,21,308
288,57,7,687,2,30,615
289,1,43,998,1,55,583
290,30,32,271,2,46,367
291,93,40,84,2,3,833
292,67,15,787,2,53,212
293,60,16,466,2,37,609
294,82,66,52,1,3,804
295,21,23,101,1,10,874
296,40,48,304,0,64,271
297,38,9,188,1,59,226
298,75,46,104,0,10,567
299,81,87,397,1,91,828
300,1,36,545,0,76,916
301,32,55,146,2,38,489
302,36,2,313,1,61,974
303,90,34,447,0,100,435
304,3,70,744,2,98,822
305,80,63,601,0,43,661
306,40,40,515,1,59,919
307,53,27,207,1,32,284
308,74,22,673,1,42,973
309,41,19,112,2,63,818
310,36,4,903,2,87,636
311,94,54,725,1,89,415
312,71,96,866,2,78,990
313,62,82,950,0,37,960
314,86,73,272,1,59,714
315,22,83,4,0,82,708
316,53,4,998,0,57,919
317,43,11,943,1,18,453
318,45,96,478,1,91,281
319,47,45,586,2,21,941
320,57,70,476,0,32,828
321,35,16,597,1,20,489
322,39,87,649,1,68,277
323,10,88,438,0,46,329
324,81,26,106,1,26,603
325,68,87,800,1,30,741
326,7,66,391,0,61,799
327,59,51,150,1,85,713
328,56,78,71,0,76,748
329,81,77,114,1,22,555
330,100,98,555,0,94,663
331,87,6,190,0,20,243
332,50,9,462,1,12,662
333,90,38,950,0,42,445
334,71,23,291,2,46,873
335,30,86,954,0,3,740
336,40,73,958,0,29,721
337,38,89,581,1,13,777
338,47,37,255,1,91,150
339,32,8,731,2,39,993
340,34,89,735,2,1,742
341,62,15,380,0,59,453
342,55,27,863,0,29,168
343,84,14,77,1,13,678
344,54,4,793,2,76,904
345,51,77,170,0,69,417
346,67,58,273,1,43,457
347,33,26,484,1,7,220
348,93,9,455,2,99,339
349,59,5,247,2,93,186
350,56,91,81,2,93,690
351,47,89,152,0,86,506
352,34,39,947,0,92,691
353,1,55,840,2,70,440
354,100,43,230,1,40,694
355,54,77,692,2,39,502
356,47,52,434,1,51,370
357,94,74,633,2,18,232
358,79,38,145,2,49,750
359,6,18,733,1,95,793
360,19,70,165,1,89,488
361,67,99,744,1,44,828
362,48,27,274,2,12,614
363,9,77,978,0,90,569
364,68,12,271,2,75,258
365,17,94,969,2,80,316
366,11,57,64,1,45,247
367,43,87,6,0,26,178
368,35,52,416,2,21,851
369,77,89,464,2,54,248
370,9,65,818,0,59,826
371,25,18,720,0,63,480
372,59,79,238,1,35,434
373,13,70,62,1,18,550
374,3,79,788,1,80,204
375,63,37,727,0,77,243
376,31,98,334,0,16,803
377,86,3,611,0,52,744
378,93,14,909,0,88,600
379,18,56,610,0,83,985
380,22,24,496,0,9,789
381,81,53,501,2,87,153
382,10,80,475,0,61,825
383,50,72,189,0,99,333
384,45,22,208,2,77,763
385,43,82,728,0,42,397
386,97,8,727,0,48,688
387,42,7,222,1,58,531
388,84,10,671,1,84,919
389,91,74,392,0,53,919
390,57,59,290,1,86,177
391,91,66,512,2,33,342
392,14,29,227,0,95,917
393,97,61,275,0,32,527
394,39,26,786,2,26,706
395,67,81,370,0,19,385
396,21,57,21,1,94,293
397,77,37,175,0,99,374
398,3,40,718,1,34,370
399,68,86,800,2,46,908
400,98,12,751,0,50,344
401,59,100,881,2,40,413
402,37,60,914,2,85,206
403,6,31,157,0,66,135
404,47,1,120,2,84,194
405,44,25,414,1,68,530
406,59,87,116,1,8,181
407,91,66,725,2,68,381
408,37,43,678,2,30,851
409,29,12,3,0,72,554
410,60,69,245,0,54,427
411,69,3,923,2,91,440
412,56,45,964,2,49,623
413,35,51,656,0,94,906
414,98,16,794,2,3,464
415,48,59,500,2,9,508
416,28,50,168,1,90,460
417,67,72,310,2,72,896
418,4,52,161,2,51,305
419,76,69,493,1,13,904
420,20,53,880,1,21,372
421,15,7,278,2,56,856
422,59,48,428,2,96,380
423,79,51,18,2,91,281
424,62,5,312,1,75,428
425,80,84,140,2,6,855
426,71,16,503,1,93,931
427,55,14,840,0,80,669
428,22,29,508,0,50,501
429,86,51,582,0,66,933
430,90,57,945,1,66,721
431,95,22,270,0,100,197
432,68,89,156,2,18,644
433,16,29,587,1,26,365
434,25,82,656,0,2,166
435,51,49,311,2,75,774
436,36,4,221,1,18,874
437,45,80,422,2,50,500
438,26,76,191,2,1,528
439,7,58,418,2,91,431
440,56,37,616,1,31,224
441,29,41,389,0,53,541
442,75,20,720,0,95,848
443,48,18,473,2,90,448
444,71,87,379,1,87,179
445,66,6,944,1,62,916
446,33,36,42,2,31,316
447,76,80,188,2,5,531
448,92,43,999,2,21,476
449,50,63,905,1,9,488
450,98,21,495,0,9,812
451,85,11,361,0,29,413
452,22,68,126,2,62,488
453,2,23,280,2,68,592
454,80,28,729,1,31,784
455,17,24,333,1,9,403
456,4,17,555,2,32,453
457,78,33,859,2,75,129
458,77,22,359,2,13,635
459,60,87,273,0,99,262
460,23,93,669,0,96,230
461,19,48,586,2,56,474
462,91,27,393,0,95,946
463,81,5,584,2,9,534
464,94,15,820,0,84,833
465,64,74,322,2,1,905
466,5,9,198,0,30,317
467,13,35,953,2,22,177
468,54,75,978,0,99,984
469,64,95,572,2,37,831
470,93,54,71,2,5,612
471,81,19,991,1,15,402
472,100,38,869,1,26,878
473,58,42,211,2,81,718
474,1,56,237,1,43,169
475,1,99,22,1,94,654
476,10,61,105,2,41,622
477,99,23,519,0,94,848
478,13,60,670,0,21,542
479,70,50,645,1,6,491
480,61,18,847,1,35,945
481,42,62,388,2,61,413
482,98,10,175,0,47,709
483,15,21,361,0,56,147
484,56,33,544,0,65,240
485,36,9,970,0,97,462
486,85,6,798,2,59,913
487,34,36,642,1,27,795
488,42,50,11,1,63,879
489,10,45,762,1,37,798
490,93,64,879,1,84,648
491,20,54,872,1,74,323
492,99,29,870,1,48,486
493,13,65,65,2,62,457
494,35,75,495,2,80,372
495,23,47,433,0,90,592
496,59,90,563,2,65,337
497,90,50,231,0,75,126
498,60,56,981,2,88,710
499,63,46,418,2,39,317
500,53,29,536,2,26,698
501,30,88,628,2,42,166
502,57,19,419,2,91,570
503,6,83,704,1,54,901
504,7,30,292,2,74,470
505,93,41,992,1,6,466
506,82,59,55,0,94,946
507,99,59,169,0,33,850
508,6,91,7,1,77,453
509,32,95,896,0,49,995
510,81,33,305,1,61,197
511,10,77,740,2,2,844
512,8,88,56,0,75,898
513,75,12,484,2,26,738
514,19,62,469,2,50,226
515,52,1,231,0,42,303
516,42,90,689,2,86,613
517,70,52,131,1,6,598
518,23,32,802,1,77,101
519,33,16,435,0,81,332
520,23,12,758,0,100,858
521,19,47,156,1,27,752
522,23,10,498,2,75,862
523,35,64,53,0,14,737
524,7,12,20,0,51,579
525,15,33,655,2,9,548
526,62,57,548,2,100,422
527,69,74,495,0,28,666
528,97,39,490,1,43,339
529,61,57,353,2,53,816
530,5,46,611,1,70,775
531,58,77,204,1,1,695
532,58,47,944,1,22,923
533,24,31,169,1,22,608
534,62,87,675,2,43,842
535,12,50,702,1,40,693
536,69,47,52,0,65,744
537,19,39,851,1,84,773
538,32,12,798,0,90,252
539,36,18,902,2,44,873
540,55,94,531,0,52,123
541,91,27,112,0,79,985
542,11,28,931,0,52,363
543,7,50,932,1,14,958
544,31,38,9,0,7,974
545,34,71,384,1,29,974
546,22,57,69,0,92,445
547,36,44,963,2,47,666
548,57,29,384,2,12,259
549,65,59,224,1,80,750
550,59,75,750,0,19,122
551,13,11,55,0,99,976
552,93,74,385,0,22,273
553,31,34,587,0,99,463
554,26,59,925,0,18,147
555,10,53,473,0,75,331
556,76,57,620,2,60,811
557,84,12,388,2,65,147
558,43,32,838,2,63,249
559,39,44,797,1,25,346
560,74,13,464,1,19,219
561,74,53,499,1,73,965
562,38,56,702,0,40,990
563,15,95,418,0,27,828
564,58,50,996,2,61,771
565,45,93,337,0,77,557
566,85,19,341,1,75,812
567,14,82,347,2,41,487
568,79,96,519,2,8,352
569,72,70,847,0,7,514
570,92,77,767,1,83,319
571,17,38,904,1,40,313
572,11,43,715,0,49,494
573,4,47,809,1,19,261
574,38,17,921,1,32,777
575,29,20,798,0,98,762
576,48,16,803,2,100,420
577,82,93,396,0,30,506
578,6,96,575,1,65,511
579,62,92,152,2,17,123
580,14,51,495,0,96,763
581,62,77,60,1,33,207
582,18,63,432,2,62,661
583,65,24,902,1,91,505
584,4,81,943,0,6,948
585,97,22,181,2,24,789
586,25,27,108,1,93,264
587,18,90,218,2,21,828
588,28,88,697,2,47,471
589,12,59,176,2,11,674
590,66,19,557,2,96,473
591,99,9,117,0,84,954
592,6,18,425,0,19,103
593,88,7,802,1,64,970
594,1,99,778,1,52,478
595,37,37,825,1,77,211
596,16,41,340,0,58,562
597,47,98,202,2,11,506
598,23,8,846,2,25,108
599,73,36,13,0,83,903
600,57,89,152,1,87,366
601,8,38,903,2,40,958
602,65,16,342,1,70,942
603,96,18,3,1,58,464
604,46,4,640,0,77,312
605,78,51,762,0,62,730
606,2,26,294,1,98,766
607,4,48,1,2,30,960
608,29,98,592,2,62,753
609,25,55,109,0,6,194
610,86,35,543,1,60,474
611,28,68,721,0,55,202
612,39,53,896,2,88,642
613,54,43,347,2,99,677
614,60,9,392,0,18,272
615,34,67,942,0,64,199
616,57,59,47,1,90,263
617,71,29,932,1,75,248
618,63,69,186,2,17,252
619,74,25,470,0,98,104
620,22,11,701,0,52,825
621,98,79,382,2,92,397
622,78,50,231,2,59,685
623,9,32,626,2,86,190
624,45,26,913,2,90,687
625,77,2,56,2,43,504
626,45,32,814,2,52,757
627,24,100,780,1,27,946
628,15,38,328,2,83,657
629,36,4,154,1,93,807
630,91,45,887,0,75,722
631,85,61,987,1,96,714
632,23,86,580,1,14,692
633,34,81,485,1,88,185
634,35,59,421,2,39,281
635,37,44,727,1,26,173
636,66,19,725,2,26,635
637,73,98,207,2,16,973
638,80,44,939,2,7,138
639,19,1,691,0,18,573
640,74,54,113,2,47,405
641,92,88,47,2,30,731
642,74,11,327,0,19,650
643,30,42,918,2,10,703
644,13,11,726,0,18,648
645,83,78,76,2,31,542
646,61,63,534,2,16,888
647,74,52,562,2,51,333
648,43,73,394,0,95,921
649,5,29,250,1,84,843
650,69,55,320,2,44,173
651,72,79,767,2,26,550
652,32,3,552,1,36,754
653,5,22,99,2,43,844
654,66,31,792,0,54,960
655,39,77,932,2,54,711
656,77,41,357,2,80,773
657,87,37,791,0,99,798
658,17,46,485,2,26,322
659,93,10,541,1,77,386
660,59,63,157,1,100,268
661,91,65,279,2,58,867
662,11,61,513,1,23,648
663,83,36,470,2,10,440
664,96,16,337,0,24,896
665,84,63,469,2,29,701
666,92,94,783,2,24,520
667,10,79,191,2,19,956
668,58,42,184,1,20,283
669,80,18,21,2,17,571
670,17,92,62,1,43,919
671,93,28,231,0,7,449
672,62,69,635,1,62,816
673,20,33,334,0,34,586
674,95,48,819,1,57,561
675,41,94,48,1,60,641
676,61,87,270,0,99,538
677,60,93,940,1,67,790
678,66,26,13,0,20,764
679,64,85,628,1,45,991
680,5,99,940,0,28,434
681,46,100,717,0,86,383
682,30,71,517,2,73,996
683,50,59,261,0,31,517
684,21,60,891,0,22,121
685,89,72,914,2,77,957
686,66,49,412,0,58,815
687,72,84,612,1,9,319
688,18,10,750,0,65,703
689,39,75,943,0,38,131
690,76,16,459,0,25,946
691,44,14,891,2,50,882
692,42,58,457,2,2,535
693,84,80,491,1,100,733
694,1,37,41,1,93,978
695,40,35,439,1,68,609
696,55,80,737,1,67,531
697,66,36,604,1,15,581
698,75,6,88,1,3,245
699,44,89,417,2,50,621
700,98,52,747,1,18,678
701,20,54,756,0,19,735
702,84,9,324,2,8,945
703,66,62,115,1,53,501
704,15,37,102,2,59,193
705,71,29,4,2,15,468
706,49,80,817,2,94,446
707,37,19,572,2,68,140
708,25,6,108,0,96,599
709,15,80,994,2,34,441
710,13,35,150,1,94,693
711,94,98,980,1,70,260
712,1,62,933,2,31,255
713,32,49,788,0,30,656
714,58,45,725,2,61,632
715,38,78,725,1,51,368
716,11,86,832,2,64,974
717,71,86,932,0,66,763
718,58,96,878,0,83,731
719,10,32,598,0,17,607
720,6,35,944,1,5,144
721,85,65,400,0,10,356
722,58,65,502,2,96,794
723,82,16,479,2,12,739
724,84,9,931,2,85,835
725,73,80,378,1,59,571
726,53,72,352,2,5,747
727,61,43,765,2,59,619
728,32,38,37,1,40,585
729,30,56,482,2,13,896
730,70,75,637,2,35,297
731,83,93,7,1,73,158
732,79,24,958,1,16,370
733,26,15,717,2,29,708
734,57,48,51,2,74,668
735,67,37,720,0,59,629
736,96,21,59,1,39,967
737,21,100,893,2,34,718
738,55,96,261,1,24,127
739,1,9,45,2,52,592
740,77,16,739,2,10,609
741,51,20,228,2,39,315
742,76,14,911,2,25,387
743,72,27,936,0,3,529
744,97,16,355,1,62,335
745,92,64,928,0,7,867
746,91,84,759,2,62,639
747,94,53,459,1,57,818
748,58,75,822,0,50,292
749,32,9,826,2,77,622
750,77,69,603,0,59,580
751,46,92,785,1,21,159
752,70,41,414,1,27,637
753,23,21,227,1,65,394
754,80,47,652,0,23,414
755,2,16,346,1,94,738
756,84,52,683,0,91,295
757,47,82,958,0,27,681
758,77,6,612,1,29,868
759,8,74,57,2,27,871
760,53,78,748,2,67,488
761,54,37,526,0,48,484
762,57,35,796,1,1,820
763,29,77,678,2,1,726
764,58,42,453,1,36,632
765,27,35,576,1,51,710
766,92,12,302,1,35,640
767,32,82,301,2,100,248
768,56,90,106,1,23,368
769,40,6,941,0,100,825
770,30,58,217,2,80,305
771,6,31,100,2,67,424
772,36,42,880,1,2,256
773,1,26,224,2,9,588
774,9,25,354,0,22,909
775,3,16,600,0,15,354
776,88,33,519,0,42,209
777,93,55,138,1,71,627
778,13,56,780,2,56,541
779,65,12,282,1,26,773
780,69,14,197,2,61,807
781,14,74,763,2,71,409
782,34,53,837,1,100,202
783,22,1,876,0,8,826
784,93,60,573,1,69,585
785,78,17,540,0,38,209
786,10,82,586,2,97,536
787,48,87,59,1,95,596
788,97,59,770,2,29,265
789,2,24,7,0,2,613
790,20,88,615,1,24,565
791,43,87,899,1,82,662
792,76,1,919,1,27,779
793,11,86,46,2,63,437
794,42,93,215,2,8,413
795,63,1,283,2,17,718
796,35,56,535,2,26,723
797,4,82,34,0,3,723
798,9,43,564,0,24,716
799,74,97,516,0,70,931
800,99,80,582,2,64,127
801,3,15,776,2,96,262
802,52,56,975,1,76,329
803,34,21,798,1,33,931
804,11,94,418,0,69,434
805,4,49,654,1,24,645
806,82,78,441,2,25,636
807,57,29,747,1,95,248
808,48,21,854,2,81,201
809,17,57,134,2,37,489
810,19,57,432,1,11,345
811,3,74,50,1,15,282
812,7,42,418,1,22,559
813,46,51,110,0,81,173
814,5,82,849,0,9,590
815,11,1,361,0,39,476
816,85,30,339,2,34,187
817,77,18,667,1,57,322
818,25,44,948,0,88,734
819,40,25,849,1,78,546
820,72,26,311,1,85,702
821,12,81,121,0,29,866
822,25,80,280,0,60,306
823,57,3,390,0,76,231
824,52,42,941,0,20,161
825,52,6,153,0,50,948
826,71,49,733,2,11,901
827,54,43,281,1,13,627
828,6,2,392,0,77,489
829,30,81,871,1,60,570
830,85,26,360,1,21,916
831,56,45,482,1,70,938
832,16,79,482,2,6,167
833,20,16,755,2,7,173
834,36,12,505,0,23,665
835,62,89,42,2,72,921
836,42,83,509,2,7,210
837,26,57,489,1,84,448
838,96,3,744,2,92,702
839,7,34,234,1,51,554
840,42,38,157,0,81,259
841,13,96,944,2,74,757
842,56,87,610,2,23,956
843,8,61,194,0,91,202
844,31,57,534,0,73,864
845,24,78,411,1,26,513
846,16,81,357,0,22,575
847,74,44,515,0,65,806
848,84,41,22,2,29,268
849,72,27,423,1,60,980
850,67,13,291,0,40,528
851,24,31,305,0,86,197
852,98,95,440,2,7,251
853,86,40,257,1,96,521
854,27,71,96,0,21,156
855,47,94,60,0,89,431
856,18,74,412,2,67,829
857,86,53,53,2,17,603
858,14,84,865,0,52,490
859,59,46,492,1,67,207
860,79,44,439,2,79,284
861,87,30,81,1,99,867
862,99,99,144,0,21,954
863,14,30,796,1,17,487
864,19,8,567,1,87,827
865,68,73,10,2,2,368
866,31,56,881,0,11,427
867,64,84,20,1,99,574
868,91,60,37,1,15,930
869,16,80,270,0,11,353
870,70,100,516,2,46,301
871,10,84,546,1,97,685
872,38,14,369,2,14,299
873,66,45,952,1,46,181
874,74,29,162,1,93,643
875,65,42,920,1,68,632
876,39,75,712,2,79,864
877,5,93,872,0,83,650
878,33,39,467,0,53,307
879,63,64,86,0,12,561
880,51,20,819,1,64,102
881,42,59,748,1,58,694
882,87,1,983,1,54,507
883,89,54,354,0,72,535
884,1,3,395,1,41,218
885,71,14,782,0,46,615
886,33,82,693,0,36,968
887,20,19,174,2,70,176
888,96,8,773,2,47,259
889,81,3,601,0,90,257
890,13,82,456,0,86,226
891,58,77,435,2,73,911
892,90,10,843,2,52,258
893,5,88,972,1,11,942
894,12,16,973,2,77,355
895,49,24,950,1,25,147
896,20,42,775,2,72,723
897,10,48,111,2,47,582
898,76,92,154,1,46,869
899,1,86,750,2,32,761
900,37,34,483,2,10,234
901,65,36,472,2,14,473
902,86,31,658,0,23,900
903,37,16,133,1,84,753
904,39,98,426,0,8,264
905,59,13,228,1,93,847
906,59,61,893,0,11,132
907,92,74,105,1,2,392
908,96,12,341,0,15,397
909,62,73,505,1,61,381
910,43,87,324,0,55,121
911,11,50,852,2,75,718
912,89,36,401,0,46,566
913,82,63,962,1,22,461
914,15,90,309,1,65,681
915,48,45,106,2,30,284
916,26,69,368,0,25,540
917,24,58,589,1,74,487
918,80,58,817,0,60,597
919,39,75,391,1,43,384
920,33,94,675,2,12,310
921,39,71,793,0,35,382
922,83,42,244,2,56,401
923,40,52,124,1,46,160
924,1,54,103,1,20,363
925,71,50,751,1,98,958
926,45,96,953,1,91,371
927,6,76,127,1,41,988
928,32,69,500,2,5,956
929,1,64,266,2,71,185
930,44,41,573,0,38,584
931,11,2,967,0,43,109
932,24,39,915,1,85,266
933,13,78,442,0,71,883
934,34,25,688,1,6,134
935,92,43,207,2,27,899
936,74,43,778,1,4,744
937,34,30,835,2,80,672
938,14,17,366,2,40,966
939,82,33,712,1,86,962
940,16,95,87,0,59,616
941,99,11,563,1,69,927
942,67,16,528,2,51,763
943,67,70,110,1,18,891
944,23,51,737,0,9,732
945,72,47,735,1,65,406
946,77,69,61,2,20,217
947,36,17,42,1,43,811
948,83,100,565,0,8,485
949,65,37,101,0,76,248
950,79,42,545,0,41,335
951,26,47,417,2,47,335
952,94,90,23,2,94,303
953,9,23,882,2,38,426
954,35,41,674,2,9,913
955,7,58,492,2,99,294
956,91,43,61,1,77,200
957,27,100,272,2,98,452
958,35,93,329,0,15,297
959,19,27,959,1,91,479
960,62,18,987,2,75,606
961,47,22,135,0,13,819
962,71,47,622,0,21,113
963,57,40,678,2,16,640
964,82,87,315,1,85,918
965,85,18,877,0,73,455
966,20,20,94,1,71,370
967,82,81,683,2,63,918
968,100,46,533,1,29,467
969,51,34,79,1,9,873
970,9,29,924,1,76,731
971,8,5,73,0,54,588
972,43,40,582,0,31,229
973,7,78,240,2,15,502
974,41,26,379,1,34,365
975,42,83,42,2,43,106
976,66,4,875,0,22,119
977,31,55,817,0,9,810
978,42,37,759,1,74,321
979,95,46,785,2,58,769
980,96,87,649,2,62,224
981,9,39,933,0,12,861
982,51,26,714,0,24,488
983,53,5,549,1,66,878
984,86,73,297,1,34,310
985,60,10,993,2,96,820
986,3,74,822,2,57,409
987,71,67,439,1,69,168
988,87,27,174,1,13,779
989,19,39,60,2,24,583
990,77,86,991,1,63,144
991,37,59,170,2,30,752
992,6,69,518,2,72,413
993,36,50,332,2,11,622
994,64,6,451,2,75,575
